scenario_name	year	co2_ton_per_y	icev_co2_ton_per_y	bev_co2_ton_per_y	all_total_€_per_y	icev_total_€_per_y	icev_vehicles_€_per_y	icev_interest_€_per_y	icev_fuel_€_per_y	icev_driver_€_per_y	icev_co2t_€_per_y	icev_co2i_€_per_y	icev_roadnpoltax_€_per_y	icev_fossil_fuel_liter_per_y	icev_renewable_fuel_liter_per_y	bev_total_€_per_y	bev_vehicles_€_per_y	bev_batteries_€_per_y	bev_pickup_€_per_y	bev_interest_€_per_y	bev_electricity_€_per_y	bev_infrastructure_€_per_y	bev_driver_€_per_y	bev_co2t_€_per_y	bev_co2i_€_per_y	bev_roadnpoltax_€_per_y	bat_kWhWear_per_y	bat_kWhWear_per_kWh	icev_km_per_y	bev_km_per_y	bev_km_ratio	icev_tonkm_per_y	bev_tonkm_per_y	bev_tonkm_ratio	ers_km	Depot_€_per_y	Depot_kWh	Depot_kWh_ratio	Depot_€_per_kWh	Destination_€_per_y	Destination_kWh	Destination_kWh_ratio	Destination_€_per_kWh	Road_€_per_y	Road_kWh	Road_kWh_ratio	Road_€_per_kWh	RestStop_€_per_y	RestStop_kWh	RestStop_kWh_ratio	RestStop_€_per_kWh	MGV16_icev_ratio	MGV16_Depot_kWh	MGV16_Depot_ratio	MGV16_Destination_kWh	MGV16_Destination_ratio	MGV16_Road_kWh	MGV16_Road_ratio	MGV16_RestStop_kWh	MGV16_RestStop_ratio	MGV24_icev_ratio	MGV24_Depot_kWh	MGV24_Depot_ratio	MGV24_Destination_kWh	MGV24_Destination_ratio	MGV24_Road_kWh	MGV24_Road_ratio	MGV24_RestStop_kWh	MGV24_RestStop_ratio	HGV40_icev_ratio	HGV40_Depot_kWh	HGV40_Depot_ratio	HGV40_Destination_kWh	HGV40_Destination_ratio	HGV40_Road_kWh	HGV40_Road_ratio	HGV40_RestStop_kWh	HGV40_RestStop_ratio	HGV60_icev_ratio	HGV60_Depot_kWh	HGV60_Depot_ratio	HGV60_Destination_kWh	HGV60_Destination_ratio	HGV60_Road_kWh	HGV60_Road_ratio	HGV60_RestStop_kWh	HGV60_RestStop_ratio	NA_Diesel_km_ratio	NA_Diesel_routes_ratio	Depot_km_ratio	Depot_routes_ratio	Ers_km_ratio	Ers_routes_ratio	DepotAndErsPropulsion_km_ratio	DepotAndErsPropulsion_routes_ratio	DepotAndErsCharging_km_ratio	DepotAndErsCharging_routes_ratio	AllPlannedStops_km_ratio	AllPlannedStops_routes_ratio	AllPlannedStopsAndErs_km_ratio	AllPlannedStopsAndErs_routes_ratio	AllPlannedAndExtraChargingStops_km_ratio	AllPlannedAndExtraChargingStops_routes_ratio	PublicStaticCharging_km_ratio	PublicStaticCharging_routes_ratio	
matrix_25_25_25_75_100_0.25	Y2035	1196181.8	707471.44	488710.28	1.0887414E+10	5.069652E+09	1.2391886E+09	287120200	1.2294564E+09	2.172382E+09	141494370	91971220	357044740	163814660	574577660	5.817762E+09	1.2370166E+09	205855000	19994430	528033280	513652770	317617950	2.897856E+09	97742280	47784960	465440640	2820700.5	30.349428	2.7338957E+09	4.6570143E+09	0.63010025	3.543135E+10	5.9523613E+10	0.6268615	433.54163	54466650	1.165957E+09	0.2313266	0.046714116	89039864	967686850	0.19198968	0.0920131	50922244	503908350	0.099975735	0.10105457	123189200	2.4027543E+09	0.47670797	0.051269993	0.54358655	50896744	0.27133858	45313496	0.24157341	42456850	0.22634415	48909430	0.26074392	0.38858297	45799172	0.38606435	16291599	0.13733011	16507026	0.13914606	40033132	0.33745947	0.24864626	285381250	0.15796396	158996720	0.08800772	218830420	0.12112681	1.1434141E+09	0.63290155	0.39566162	783879550	0.2677667	747084700	0.25519788	226113570	0.07723851	1.1703944E+09	0.39979693	0	0	0	0	0.006485827	0.026856124	0	0	0.1834411	0.20933129	0	0	0.810073	0.7638126	0	0	0	0
matrix_00_75_25_00_700_0.5	Y2035	922518.6	360567	561951.6	1.01146E+10	2.5219436E+09	635438900	146729780	626599300	1.0410555E+09	72113600	46873612	181970640	83488830	292837020	7.592656E+09	1.5602669E+09	179932580	125821040	608106700	674540800	387069700	3.9445028E+09	112390616	59745852	581937900	2383817	29.91719	1.406516E+09	5.862056E+09	0.80649346	1.8372932E+10	7.658146E+10	0.8065079	881.186	0	0	0	NaN	227531120	2.4321687E+09	0.38871095	0.09355071	159538600	3.8248425E+09	0.6112891	0.04171115	0	0	0	NaN	0.29452783	0	0	122846970	0.43227506	161340060	0.56772494	0	0	0.21633881	0	0	77945440	0.51840293	72411416	0.481597	0	0	0.13610964	0	0	549564700	0.27325687	1.4616004E+09	0.7267431	0	0	0.19947217	0	0	1.681812E+09	0.4412699	2.129488E+09	0.5587301	0	0	0	0	0	0	0.54105854	0.5300865	0	0	0	0	0	0	0.45894143	0.46991348	0	0	0	0
matrix_00_75_25_25_300_0.25	Y2035	908421.1	291833.97	616587.1	1.0115288E+10	2.1428104E+09	524338780	120254000	507153540	932698800	58366612	37938340	147282140	67573700	237014240	7.972478E+09	1.6361161E+09	230241970	63010990	668967230	714610800	457253280	4.078949E+09	123318360	62812668	611811140	3106784.8	34.91462	1.1683502E+09	6.1341425E+09	0.84000665	1.3828637E+10	8.112619E+10	0.8543661	446.85934	0	0	0	NaN	301318400	3.2839068E+09	0.4991359	0.091756076	76762664	1.7326629E+09	0.2633553	0.044303287	79172216	1.562614E+09	0.2375088	0.050666522	0.28677288	0	0	140447150	0.48776495	119822010	0.416135	27671058	0.09610001	0.18177925	0	0	75471990	0.47633126	58850924	0.37142965	24121414	0.15223904	0.11642513	0	0	627572000	0.3027426	770049000	0.37147397	675334500	0.3257834	0.15152134	0	0	2.4404157E+09	0.60111105	783938000	0.1930957	835488060	0.20579326	0	0	0	0	0.0927277	0.19722918	0	0	0	0	0	0	0.90727234	0.8027708	0	0	0	0
matrix_25_00_25_25_700_0.25	Y2035	1141351.2	699301.44	442049.8	1.06332E+10	5.069113E+09	1.2132838E+09	283293000	1.2152598E+09	2.2174175E+09	139860000	90909200	352922850	161922350	567940400	5.5640873E+09	1.2301696E+09	141984060	112248120	475575650	501967870	194949380	2.8187958E+09	88410310	47175788	459505250	1843276.4	25.127556	2.6534766E+09	4.657344E+09	0.63704807	3.4023397E+10	6.09322E+10	0.6416915	448.93893	49079588	1.0486614E+09	0.2110013	0.046802133	0	0	0	NaN	104532710	3.1107576E+09	0.625916	0.03360362	41337084	810509060	0.16308264	0.051001385	0.49995515	48354420	0.23661041	0	0	132470710	0.64821273	23537886	0.115176834	0.33523735	43997188	0.34474975	0	0	64003736	0.5015155	19619736	0.1537348	0.20599896	230390100	0.12419175	0	0	1.2778634E+09	0.6888321	346862340	0.1869761	0.42107257	725920400	0.26085702	0	0	1.6364196E+09	0.5880418	420488830	0.15110122	0	0	0	0	0.49521574	0.46777263	0	0	0.27209753	0.2659022	0	0	0.23268667	0.26632518	0	0	0	0
matrix_25_25_25_00_300_1	Y2035	1088771.1	636289.75	452481.38	1.0521468E+10	4.4436966E+09	1.1039013E+09	255817140	1.1057582E+09	1.8509466E+09	127257970	82717224	321122980	147331520	516765540	6.077772E+09	1.2871932E+09	123661220	58611940	487953800	530620200	345428450	3.1538258E+09	90495600	49299660	480191520	1705734.4	23.418137	2.439249E+09	4.8470144E+09	0.66522634	3.19342E+10	6.302099E+10	0.6636919	1822.3131	46065016	982987140	0.19113964	0.046862278	56274148	589996540	0.1147235	0.09538047	243089300	3.569786E+09	0.69413686	0.06809632	0	0	0	NaN	0.4323645	45483944	0.19766434	27750748	0.12059932	156872300	0.68173635	0	0	0.34420568	44510810	0.35884723	12395522	0.099933006	67131990	0.5412198	0	0	0.2534201	221396930	0.12929316	108598810	0.0634204	1.3823681E+09	0.80728644	0	0	0.35644928	671595460	0.21831584	441251780	0.1434379	1.963409E+09	0.63824624	0	0	0	0	0	0	0.5758321	0.55483884	0	0	0.28415227	0.2896071	0	0	0.1400156	0.15555404	0	0	0	0
matrix_00_25_25_00_100_0.5	Y2035	1706072.5	1551801	154271.52	1.2423256E+10	1.0234375E+10	2.6148298E+09	605565100	2.6967306E+09	4.006915E+09	310360260	201733780	783157700	359316320	1.260306E+09	2.1888804E+09	425550370	61679696	7834971	178358600	176483090	202856290	1.1052708E+09	30854306	15221006	148256300	865920.94	13.254268	5.8317906E+09	1.622822E+09	0.21769367	7.546237E+10	1.9492082E+10	0.20527822	851.24786	0	0	0	NaN	116191880	1.2732975E+09	0.7973115	0.09125273	86664410	323691230	0.20268849	0.2677379	0	0	0	NaN	0.6413057	0	0	49943924	0.34060574	96688740	0.65939426	0	0	0.56233966	0	0	46135204	0.53355706	40332024	0.46644288	0	0	0.8426488	0	0	293996800	0.77773815	84018344	0.22226185	0	0	0.7983374	0	0	883221800	0.89587736	102651800	0.104122676	0	0	0	0	0	0	0.1378747	0.3036894	0	0	0	0	0	0	0.86212534	0.69631064	0	0	0	0
matrix_75_75_25_25_700_0.25	Y2035	717017.9	73362.06	643655.8	9.345041E+09	614716740	134582190	30792388	127490050	307179420	14672412	9537086	37024260	16986910	59581524	8.730325E+09	1.8361667E+09	191727900	132512640	698894500	729129500	377332060	4.635761E+09	128732024	69979570	681620160	2453232.8	29.431072	298388900	6.896255E+09	0.95852625	3.2207365E+09	9.17329E+10	0.96608096	448.0682	139689010	2.9859804E+09	0.40697578	0.046781622	114121760	1.1526703E+09	0.1571038	0.099006414	95228740	2.6498708E+09	0.36116555	0.035937123	28292572	548476200	0.07475486	0.051583953	0.08535755	178748750	0.49149784	70032450	0.19256525	99542370	0.27370742	15358109	0.04222954	0.06759538	89975200	0.5053763	23932784	0.13442661	50633556	0.28440055	13494532	0.07579662	0.02169084	664210500	0.2936922	283466600	0.12533967	1.0885765E+09	0.481333	225333630	0.09963518	0.03980792	2.0530452E+09	0.45284262	775237700	0.1709951	1.4111109E+09	0.31125042	294289700	0.06491183	0	0	0	0	0.06869541	0.12924428	0	0	0.55966085	0.45237127	0	0	0.37164372	0.41838443	0	0	0	0
matrix_75_00_25_00_300_0.25	Y2035	1019450.75	504463.22	514987.53	1.0144716E+10	3.3102392E+09	847423740	198191710	876666800	1.2870666E+09	100892960	65580076	254592080	116807810	409702500	6.834476E+09	1.4368677E+09	173819490	54095504	564755700	533748930	255896380	3.7122926E+09	102998104	54199416	527913440	2283686.5	30.629179	1.8629169E+09	5.4346726E+09	0.74472165	2.5339003E+10	6.961565E+10	0.73314625	428.92545	178181000	3.832834E+09	0.67271733	0.046488054	0	0	0	NaN	77715400	1.8647059E+09	0.32728264	0.041677028	0	0	0	NaN	0.2133222	222316320	0.7036116	0	0	93648230	0.29638842	0	0	0.18803866	112316120	0.7156642	0	0	44623576	0.28433582	0	0	0.21305194	1.0504691E+09	0.5647129	0	0	809713540	0.43528712	0	0	0.2957677	2.4477253E+09	0.7275272	0	0	916719800	0.2724728	0	0	0	0	0	0	0.037748512	0.10359356	0	0	0.9622515	0.8964065	0	0	0	0	0	0	0	0
matrix_25_25_75_00_700_1	Y2035	747389.75	167879.69	579510.06	9.750715E+09	1.4498533E+09	327188960	73413760	291743400	723932100	33575860	21824306	84725176	38872276	136344350	8.300862E+09	1.7189586E+09	120983180	174209500	620102000	720226800	625920640	4.2045486E+09	115902760	66275188	645533000	1623081.1	20.238445	738050700	6.427463E+09	0.89699966	8.097989E+09	8.6855614E+10	0.91471636	4816.0386	30905924	652338500	0.094057985	0.04737713	19682872	205024690	0.02956166	0.096002445	575331840	6.07813E+09	0.8763804	0.09465606	0	0	0	NaN	0.28695923	30671392	0.10691728	13159657	0.045873195	243039250	0.8472095	0	0	0.17967683	30319390	0.19385585	3876362.2	0.02478465	122205976	0.7813595	0	0	0.057721093	139224380	0.06483769	25214202	0.011742415	1.9828371E+09	0.92341995	0	0	0.07588387	452122940	0.10405727	162774540	0.037462983	3.730046E+09	0.85847974	0	0	0	0	0	0	0.670761	0.685905	0	0	0.23242237	0.2354662	0	0	0.096816696	0.07862883	0	0	0	0
matrix_25_75_75_00_300_0.5	Y2035	712853.8	105126.02	607727.8	9.416709E+09	932419800	211428740	46984452	182690290	470291200	21025206	13666385	53054850	24341808	85378760	8.4842895E+09	1.7863196E+09	146262020	91215100	653593100	752390340	478530020	4.4543754E+09	121545630	68627430	668450700	1858712.4	21.899153	480344600	6.6854185E+09	0.9329667	4.3812506E+09	9.057217E+10	0.9538589	2433.946	32146404	678596400	0.09443567	0.047371905	110044480	1.1569349E+09	0.1610028	0.09511726	336339140	5.350275E+09	0.74456155	0.062863894	0	0	0	NaN	0.21098223	30352212	0.09605908	55242440	0.174832	230379790	0.729109	0	0	0.12817903	28563368	0.17134461	21218916	0.12728705	116919016	0.7013684	0	0	0.036833283	140031870	0.06363125	199425900	0.09062023	1.8612198E+09	0.84574854	0	0	0.042814646	479648960	0.106530875	881048260	0.19568236	3.1417439E+09	0.6977868	0	0	0	0	0	0	0.5653069	0.584805	0	0	0.20463754	0.20592074	0	0	0.23005559	0.20927428	0	0	0	0
matrix_00_75_25_25_100_0.25	Y2035	968909.9	330069.97	638839.9	1.0372305E+10	2.3978158E+09	592867650	135830900	573602750	1.02949914E+09	66013944	42909076	166579150	76427410	268068720	7.9744886E+09	1.6123427E+09	271840420	25210870	695245600	710336960	515348700	4.0163625E+09	127767990	62014428	604038400	3767736.5	39.517727	1.3232562E+09	6.041847E+09	0.8203343	1.5857697E+10	7.9097E+10	0.83299726	446.3497	0	0	0	NaN	358314620	3.9277885E+09	0.604383	0.091225535	51919988	493475070	0.07593279	0.105212994	105114090	2.0775763E+09	0.31968418	0.050594572	0.3211666	0	0	182739120	0.66386116	45767590	0.16626613	46760370	0.16987273	0.20287767	0	0	101276900	0.65243113	18430800	0.11873219	35522320	0.22883667	0.13585012	0	0	804427000	0.3907469	213370750	0.1036439	1.040893E+09	0.5056092	0.16778415	0	0	2.8393377E+09	0.7081274	215904670	0.053846363	954400450	0.2380263	0	0	0	0	0.0018387999	0.012440658	0	0	0	0	0	0	0.9981612	0.9875593	0	0	0	0
matrix_75_00_25_25_300_1	Y2035	823344.75	236775.61	586569.1	9.65238E+09	1.7069572E+09	411116300	96011910	411472860	741002800	47355100	30780792	119495096	54825060	192298610	7.945423E+09	1.6789806E+09	164020340	69493890	636692600	651022660	406855000	4.2210926E+09	117314936	63924572	622640000	2208537.2	28.982052	898246000	6.322279E+09	0.87559825	1.1398687E+10	8.355536E+10	0.87995577	1806.3638	149211980	3.194557E+09	0.47652903	0.046708193	0	0	0	NaN	229404380	2.9609341E+09	0.44167975	0.07747703	28238650	548312200	0.08179121	0.051501043	0.17219679	198054690	0.59773886	0	0	119013570	0.35918885	14271562	0.043072283	0.12100585	100079410	0.592553	0	0	54736630	0.32408622	14079246	0.0833608	0.067600474	742562800	0.34478137	0	0	1.1825353E+09	0.5490662	228622610	0.106152385	0.1454446	2.1538614E+09	0.5318372	0	0	1.6046505E+09	0.39622462	291338800	0.071938165	0	0	0	0	0.08141729	0.15259792	0	0	0.71871257	0.6273857	0	0	0.19987015	0.22001639	0	0	0	0
